id,text
16,ti7 tang1 kiann1 tse7 tse7 lang5 teh4 gi7 lun7 in1 siann5 nih8 u7 hiah4 ni7 tua7 jiau2 luan7 khah4 tua7 bin7 si7 in1 ui7 king2 tshat4 lam7 sam2 puih8 to1 khi3 thai5 lang5 soo2 i2 teh4 tsham1 siang5 jian5 au7 kiam2 tshai2 m7 tsun2 king2 tshat4 ha5 to1 kan1 ta1 hoo7 in1 ha5 thui5 a2 tshin1 tshiunn7 se1 kok4 king2 tshat4 e5 iunn7 ti7 tsap8 it4 ho7 jit8 siong7 ting2 e5 tsian3 lam7 ho7 tso3 sam1 lip8 hut4 jian5 huat4 hue2 ti7 tso3 se3 po2 e5 kang2 lai7 pat8 e5 tsian3 tsun5 phai3 tsui2 ping1 lai5 tau3 phah4 hue2 m7 ku2 sam1 lip8 e5 hue2 ioh8 khoo3 u7 huat4 hue2 tsun5 tsiu7 liam5 tiau5 ti7 hai2 te2 si2 siong1 e5 ping1 tsin1 tse7 ia7 tshue7 long2 bo5 sin1 si1 e5 u7 lak8 pah4 mia5 iau2 bue7 tsai1 khi2 hue2 e5 in1 tuann1
17,gua2 thiann1 tioh8 li2 beh4 ke3 ah4
18,lai5 ooh4 ho2 tsiah8 e5 inn5 a2 ooh4 mua5 a2 phang1 kong3 kong3 ang5 tau7 a2 tinn1 but4 but4 kin2 lai5 be2 ho2 tsiah8 e5 inn5 a2 ooh4 han3 tsing1 li5 tua7 siann1 leh4 huah4 be7
19,hia1 e5 thoo5 tau7 ka7 peh4 peh4 hoo7 khui1
20,tui3 bin7 tshue1 lai5 e5 hiong5 hong1 ok4 hong1 kong5 hong1 tshue1 kah4 i1 kha1 poo7 be7 un2
21,li2 tso3 kue3 siann2 mih4 piann3 sau3 e5 khang1 khue3 tso3 e5 si5 tsun7 ai3 tsu3 i3 siann2 hue3
22,tsui2 tshia1 to3 ah4
23,gua2 e7 lai5
24,tso3 li2 hong3 sim1 u7 gua2 ti7 tsia1 it4 ting7 lai9 jioo3 bu3 lah4
25,bo5 ah4 li2 tsit4 poo7 siann2 mih4 hue3 hannh4
26,m7 tsai1 gua2 tsit4 ki1 tshiu2 ki1 a2 si7 sann1 G e5 ah8 si7 si3 G e5 tshiu2 ki1 a2
27,ti7 tsap8 pai2 tshia1 ho7 kau2 pai2 kin2 e5 soo2 tsai7 ka3 tshia1 tsiah4 piau2 hian7 e7 tshut4 tshia1 e5 sing3 ling5
28,kui1 e5 bin7 siau1 loh8 khi3 tioh8 ke1 tsiah8 tsit8 kua2
29,kak4 hue1 a2 hong5 phah4 phai3 tua3 jip8 khi3 a1 biau7 e5 sann1 tu5 a2 lai7 sann1 tu5 a2 tsa2 to7 eh8 tsinn1 tsinn1 a1 m7 koh4 a1 biau7 ka7 huai5 ku7 au3 tshau3 e5 sann1 a2 kun5 long2 sak4 tsit8 pinn1 lau5 tsit8 tua7 ui7 hoo7 kak4 hue1 a2 thang1 ku1
30,tsi1 lak8 bo5 ai3 thak8 tsheh4 e5 gin2 a2 siann2 mih4 kho3 long2 m7 khi3 siong7 tsi2 u7 to2 tsit8 tsiat4 kho3 bo5 huat4 too7 khuat4 sik8
31,li2 ka7 mih8 kiann7 thuan5 khi3 FTP hoo7 gua2 ho2 bo5
32,ah4 huan1 a2 he2 ki1 kah4 khi3 iu5 si7 be7 iong7 tsit4 tso3 hue2 e5 na7 tso3 hue2 si7 e7 pok8 tsa3 oo9
33,ka1 tsai3 tsuan5 poo7 long2 hoo7 gua2 ioh4 ioh4 tioh8
34,pun2 tsiann5 si7 kui1 phian3 tshan5 hng5 tsit4 ma2 suah4 penn5 penn5 penn5 ng5 ngiuh4 ngiuh4 tsuan5 hoo7 lok8 koo5 muai5 a2 thun7 khi2 lai5
35,gua2 tshing7 an2 ne1 u7 sui2 ah8 bo5 sui2
36,tsit4 ki1 tik4 ko1 tng5 tng5 tng5
37,tse1 si7 tsit8 e5 u7 lat8 e5 sin3 ho7 e7 huat4 tong7 i1 e5 tsing3 ti7 bing5 iu2 lai5 kin1 tue3 i1 e5 ling2 to7
38,loo7 tng1 leh4 tai5 tsui2 kong2 tan2 tai5 ho2 se3 e7 khong7 khong7 ku1 li2
39,gua7 kau1 tsing3 tshik4tsap8 tsi3 e5 bang7 tsam7 u7 tsit8 phinn1 iu5 nng7 ui7 hak8 tsia2 Gordon Adams kah4 Richard Sokolsky sia2 e5 bun5 tsiunn1 to7 si7 tsit4 e5 khuann3 huat4
40,liong5 ioh8 khoo2 khio2 ti7 penn7 tsing3
41,li2 kam2 tsai1 iann2 lin2 ang1 ti7 gua7 khau2 u7 tsa1 boo2
42,kiann5 lah4
43,gua2 peh4 bo5 tsiah4 kuan5
44,tshu3 pinn1 keh4 piah4 bo5 sik8 sai7
45,tshue1 be7 lak4 e5 hong1 tshue1 hong1 lu2 thau3 hong1 tshue1 pue1 lu2 kuan5
46,tsiah8 kau3 lau7 tsiah4 tsai1 si2
47,sam1 pat4
48,a1 biau7 ka7 in1 se2 ho2 se3 khuainn2 soo3 hue1 a2 na3 e7 pian3 kah4 hue1 pa1 li1 niau1 to7 tsiann5 siu7 khi3 sui5 ka7 tan3 tua3 pun3 so3 thang2 lin2
49,a1 pah4
50,thui1 tsian3 li2 iong7 Ubuntu khuann3 mai7 a2 i1 senn1 liau2 kah4 Windows kang7 khuan2 a2 kang7 khuan2
51,puann3 ping5 suann1 si7 an2 tsuann2 kan1 tann1 tshun1 puann3 ping5 leh4 i1 ling7 gua7 hit4 tsit8 puann3 si7 tsau2 ui3 to2 ui7 khi3 leh4 tong1 te7 u7 tsit8 e5 koo3 su7 liu5 thuan5 loh8 lai5
52,ui3 hua1 lian5 tshi7 khu1 tsia1 kau3 hong1 tian5 honnh4 tsha1 put4 to1 ai3 ji7 tsap8 ji7 khi2 looh4
53,li2 tioh8 po2 tiong7 oo7
54,tak8 ke1 be2 tsin3 tsing5 ai3 sing1 tshi3 tsiah8 ho2 tsiah8 tsiah4 be2 phainn2 tsiah8 mai3 be2 be2 tng2 khi3 bo5 lang5 tsiah8 ma7 phah4 sng2 na7 be2 khah4 tse7 tiam3 guan5 e7 the3 lan2 pau1 khi2 lai5 tsng1 siunn1 a2 an2 ne1 khah4 ho2 kuann7 bian2 tsinn1 ti7 hing5 li2 siunn1
55,tsiah4 se3 han3 to7 tsiah4 kut4 lat8
56,ma2 lang5 tse1 si7 khu1 kong1 soo2 e5 loo5 sian1 sinn1 kai3 siau7 e5 lang5 gua7 su1 bun5 leh4 lai7 tsai5 ia7 ho2 ah4 gua7 tsai5 honnh4 gua7 ho2 leh4
57,ho2 lah4 gua2 lai9 tai5 pak4 ka7 li2 mng7 khuann3 u7 bo5
58,a1 kong1 kong2 koo2 hoo7 sun1 a2 thiann1
59,lan2 bin5 a2 tsai3 to7 beh4 lai5 khi3 tshit4 tho5 a5 li2 ai3 ka7 kha1 bang2 tsing2 li2 hoo7 ho2
60,khah4 tsiann3 eh4
61,tan2 bo5 li2 gun2 m7 tsiah4 sing1 kiann5
62,tsit8 king1 ti1 tiau5 siang7 tsio2 u7 lak8 pah4 gua7 tsiah4 ti1 a2
63,tsi1 goo7 hing7 hok4 e5 tai5 uan5 lang5 tai5 tian7 u7 in1 e5 tsuan1 giap8 tsing3 hu2 beh4 an2 ne1 tso3 it4 ting7 ia7 u7 i1 e5 to7 li2
64,ma7 ho2 bo5 gua2 sia2 phue1 hoo7 i1 mng7 khuann3 i1 beh4 m7
65,iong7 thong2 ke3 e5 hong1 sik4 tso3 ping7 m7 si7 beh4 tshu2 tai7 tsuan1 ka1
66,lang5 bo5 song2 khuai3 to7 hoo7 hu3 kin7 e5 i1 sing1 sio2 iann2 tsit8 e7
67,li2 mai3 phah4 ma2 mah4 lah4
68,li2 kam2 u7 jin7 tong5 hit4 ui7 ki3 tsia2 e5 po3 to7 hong1 sik4
69,peh4 pah4 goo7 tsap8 si3 phinn1 ku7 tsing5 mi5 mi5
70,tse1 piau2 si7 Clinton tsit4 ma2 king3 ka1 su1 iau3 oo1 lang5 suan2 phio3 su1 iau3 Barack Obama tsong2 thong2 e5 tsi1 tshi5 tsia2
71,i1 e5 bin7 phong3 phue5 phong3 phue5 tuainn1 tuainn1 tuainn1
72,gua2 u7 kua2 bo5 song2 khuai3 kah4 ngai7 gioh8
73,pai5 to7 pai5 mah4
74,ueh4 thau5 ke1 gua2 beh4 ai3 sann1 liap8
75,tsit4 kui2 kang1 the3 lan2 sai2 tshia1 e5 un3 tsiang3 si7 lau5 senn1 sai2 tshia1 e5 king1 giam7 tsiann5 tse7 tsiann5 tsu1 tshim1 ki1 sut8 iu7 koh4 ho2 tak8 ke1 e7 tang3 hong3 sim1 tak8 ke1 phok8 a2 siann1 tshui1 lueh4 ka7 su1 ki1 kam2 sia7 tsit8 e7
76,a1 ha5
77,siau3 lian5 ke1 tsit8 si5 thiann1 bo5 han3 tsing1 li5 e5 i3 su3 ka7 mng7 kong2 peh4 a2 li2 beh4 tshue7 lang5 oh8 tso3 inn5 a2 si7 bo5 sit8 tsai7 tsin1 sit4 le2 gua2 kam2 kak4 gua2 ka1 ti7 bo5 siann2 sik4 hap8 li2 e7 tang3 koh4 mng7 pat8 lang5 khuann3 mai7 leh4
78,li2 teh4 siunn7 siann2 mih8
79,kin7 lai5 sin1 the2 ho2 m7
80,u7 tsit8 kang1 pue1 a2 na7 phua3
81,the3 gua2 ka7 thui1 puann1 loh8 lai5 ho2 bo5
82,sin1 the2 bo5 tiann7e7 siunn7 beh4 ai3 e5 mih8
83,i1 khuann3 tian7 si7 bo5
84,bo5 gua2 kio3 i1 sin7 sua3 uat4 kue3 lai5 tsai3 li2
85,ui7 tioh8 tsuann2 iunn7 leh4 ui7 tioh8 tsuann2 iunn7 leh4 ui7 tioh8 tsuann2 iunn7 leh4 beh4 lai5 tui3 lan2 tsoo2 gai7
86,ma7 be7 in1 ui7 ke1 tshut4 lai5 e5 goo7 kong1 kin1 the2 tang7 m7 kann2 tshut4 mng5
87,ho2 long5 tshuan1 ho2 king2 ti3 long5 tshuan1 koo1 niu5 tann1 tsui2 tshio3 hi1 hi1
88,aih4 ioh4 he1 u7 siann2 mih4 bun7 te5 li2 na7 kam1 honnh4 gua2 it4 ting7 ka7 i1 ka3 lah4
89,am3 tng3 lan2 lai5 tsiah8 pizza ho2 bo5
90,to2 tsit8 tiau5 loo7 si7 tioh8 e5
91,tsiok4 tsiok4 hoo7 i1 than3 sann1 pah4 ban7
92,tse1 jiak4 kuh4 tioh8 ai3 iong7 bo5 kang7 khuan2 e5 mi1 sin2 lai5 tshia1
93,kam2 u7 sau3 tang1 si5 e7 sau3
94,gua2 ai3 khi3 ah8 bian2 m7 bian2 hiooh4
95,mih8 kiann7 guan5 lai5 ti7 tsia1 gua2 sit8 tsai7 si7 tua7 bak8 sin1 niu5 bo5 khuann3 eh4 tsau3
96,a1 bu2 kin1 a2 jit8 si7 bu2 tshin1 tseh4 tsu2 png7 to7 hoo7 gua2 lai5 tau3 sann1 kang7
97,tsioh4 gua2 khuann3 tsit8 e7 honnh4
98,siong7 ho2 si7 put4 si5 tsiong1 kha1 poo7 thing5 loh8 lai5 tsiong1 sim1 tsing7 loh8 lai5 hoo7 ka1 ti7 bo5 khang1 khue3 ho2 tso3
99,tse1 to7 si7 li2 tue3 i1 be7 tioh8 e5 soo2 tsai7
100,tsit4 khann1 sir1 tian2 le3 su3 e5 tiann2 si7 siang1 the1 e5 oo7
101,be7 e5 pi2 be2 e5 ke1 tsit8 puann3
102,hann9
103,an2 ne1 e5 hue1 tshau2 m7 tsai1 siann5 to2 gua7 tse7 ai3 tshing7 sui2 e5 tsau9 gin2 a2 leh4 m7 koh4 kua3 beh4 kui1 gueh8 jit8 long2 bo5 lang5 lai5 kau1 kuan1
104,an3 sng3 beh4 su2 iong7 po7 lik8 e5 thong2 ti7 tsia2 ma7 in1 ui7 an2 ne1 to7 khah4 m7 kann2 oo1 peh8 lai5
105,ui5 ua2 lai5 khuann3 e5 lang5 lu2 lai5 lu2 tsue7 tak8 ke1 hoo7 siong1 tho2 lun7 tsit4 kiann7 tai7 tsi3 m7 koh4 bo5 puann3 e5 lang5 siong1 sin3 han3 tsing1 li5 kong2 e5 ue7 ma7 bo5 lang5 khui1 tshui3 kong2 beh4 be2 inn5 a2
106,i1 pan7 tai7 tsi3 thuat4 suann3 thuat4 suann3 long2 tso3 be7 ho2
107,kau1 tsian3 e5 siau1 sit4 tai5 lam5 hu2 siann5 kau3 hue7 po3 pian1 tsip8 sik4 tu3 it4 kiu2 khong3 ngoo2
108,tan2 leh4 kau3 ki1 tiunn5 e5 si5 tsun7 tshia1 ting2 e5 mih8 kiann7 hing5 li2 ai3 theh8 hoo7 tsiau5 tioh8 na7 u7 su1 iau3 tshia1 a2 e5 ping5 iu2 loh8 tshia1 e5 soo2 tsai7 to7 u7 tshia1 a2 thang1 sak4
109,ban7 ban7 m7 thang1 khi3
110,ooh4 beh4 khuann3 hi3 khi3 pai5 tui7
111,tiau7 hueh4 kiam1 poo2 hueh4 hueh4 loo7 tiau7 kah4 sun7 sun7 sun7 hoo7 li2 sui2 tang1 tang1 tsing1 khi3 sin5 pa2 tsiok4
112,tsi3 bing5
113,keh4 tng2 kang1 e7 tau3 in1 tang5 tse5 hong5 tshia1 kau3 pun3 so3 tiunn5 li2 e7 poo1 si5 a2 jit8 thau5 iam7 juah8 tshau3 bi7 mua2 si3 kue3
114,peh4 pah4 tsap8 phinn1 kau3 tsong1 tsiann5 tso3 tso2 phai3 ling2 siu3 kau3 tsong1 tsiann5 tso3 tso2 phai3 ling2 siu3
115,kia3 hoo7 gua2 ma7 kang7 khuan2 lah4
116,kin2 lai5 kiu3 leh4 lah4
117,gua2 khioh4 tioh8 e5 tsinn5
118,tai5 pak4 goo7 hue1 tsap8 sik4 li2 tioh8 koh4 siunn7 khuann3 mai7 leh4
119,be7 tshai2 kuan3
120,an1 tsuan5 tua3 ha5 hoo7 ho2 tan2 thai7 khi2 pue1
121,luah8 lang5 honnh4 tioh8 ai3 lai5 tsit8 pue1 ping1 liang5 e5 bi3 lu3 lim1 hoo7 sim1 liang5 pi5 thoo2 khui1
122,lau2 ko1 e5 ah4 na2 e7 hiah4 bo5 ing5
123,tsit4 kui2 ni5 bo5 siann2 tiong1 kok4 iu5 kheh4 hia1 e5 hoo1 the2 luh4 kiong5 beh4 to3 liau2 liau2 ah4
124,a1 bu2 si7 m7 kam1 ka1 thiam1 li2 e5 huan5 lo2 kiann1 li2 bo5 sim1 tsiann5 thang1 tso3 khang1 khue3
125,gin2 a2 siut8 tsit8 e7 tui3 si7 tua7 lang5 e5 sin1 khu1 pinn1 kue3
126,kuann2 kin2 ka7 hing5 li2 kia3 kia3 tng2 khi3
127,khng3 ti7 toh4 ting2 e5 tian7 iann2 phio3 koh4 u7 peh4 kau2 tiunn1 khuann3 siang2 ai3
128,tshuan1 hiok4 tse7 ui7 tshit4 tsap8 kau2 ni5
129,pang3 tshiu2 lah4
130,tse1 ia7 ai3 he1 ia7 ai3
131,au7 painn3 khuann3 e7 sai2 than3 kua2 tsinn5 bo5
132,peh4 pah4 khong3 kau2 phinn1 tong5 sing3 hun1 hap8 huat4 hua3 koh4 lai5 khuann3 o3 tsiu1
133,kah4 i1 tong5 jip8 hue1 hng5
134,eh4 a1 lim5 peh4 a2
135,khuann3 khi2 lai5 lan2 sim1 kuann1 e5 kin1 a2 jit8 khi1 moo2 tsih4 bo5 ho2 oo7 si7 siang2 khi1 hu7 li2 ah4
136,uat4 ke3 tsit4 ping5 lah4
137,tsit8 jit8 tsit8 jit8 tsit8 ni5 tsit8 ni5
138,bah4 ai3 sing1 kah4 liau7 kiau2 kiau2 leh4 tsiah4 khai1 si2 tsian1
139,ho2
140,gua2 tsa2 to7 kong2 kue3 ah4 li2 to7 m7 sin3 tua7 thau5 a2 ong5 e5 an2 ne1 leh4 liam7 ping5 iu2
141,bo5 bin5 a2 tsai3 tsiah4 kio3 lang5 kio3 in1 lau7 pe7 lai5 lah4
142,tng7 su5 e5 tso3 huat4 si7 kin1 ki3 tai5 hua5 su5 tian2 tshai2 iong7 to3 thau5 siong7 tua7 pi2 tui3 backward maximal matching BMM ian2 sng3 huat4
143,gua2 ji7 long2 sia2 be7 tshut4 lai5 kam2 kong2 bo5 tsui2 ah4
144,ho2 siau1 sit4
145,ke3 kui2 jit8 koh4 tit4 tioh8 ki1 hue7 thang1 kiat4 khiam1 sun3 un1 jiu5 e5 ke2 tsi2 tsiu7 si7 gua2 e5 tsa1 boo2 kiann2 e5 thau5 ke1 niu5 koh4 lai5 guan2 tau1 bai7 i1 iau2 ku2 gua2 loo7 be2 ka7 i1 he7 thau5 ke1 niu5 khuann3 kinn3 gua2 an2 ni1 put4 tsi2 ki5 kuai3 khuann3 i1 e5 khuan2 sit4 tshin1 tshiunn7 tsai1 i1 ia7 u7 m7 tioh8 beh4 khi3 e5 si5 ka7 gua2 kong2 li2 e5 tsa1 boo2 kiann2 na7 beh4 tshiann2 tua3 teh4 ke3 tsit8 le2 pai3 ia7 thang1
146,tsit4 tsiong2 tsinn5 li2 khai1 e7 loh8 khi3 ooh4
147,eh4
148,ki2 tsit8 e5 le7 pio2 si3 iong7 V tsih8 tsha5 sun5 pio2 goo7 iong7 kong3 N tsha5 sun5
149,khuann3 li2 buah4 SK two buah4 kah4 hiah4 kut4 lat8 tau3 te2 si7 buah4 liau2 u7 hau7 bo5
150,ti7 penn7 inn7 a7
151,ah4 tsit4 tiunn1 phue1 ka7 gua2 kheh8 khi3
152,Ireland ting2 ko3 gueh8 kong1 bin5 tau5 phio3 thong1 kue3 tong5 sing3 hun1 hap8 huat4 hua3 u7 koo2 le7 tioh8 tsuan5 se3 kai3 e5 tong5 sing3 luan5 jin5 khuan5 un7 tong7
153,a1 peh4 a2 siann2 mih4 tai7 tsi3 ah4
154,li2 e7 tang3 tshu3 lai7 ka7 gua2 tho2 kheh4 hiann1
155,ma2 mah4 lang5 kan1 khoo2
156,gua2 a1 put4 lah4 tsuat8 tui3 be7 ing7 tsit4 kik4 tiam7 tiam7
157,in1 tshiu2 e7 ke2 tian1 kong5 ti7 siann5 mng5 e5 mng5 sinn3 luan7 sia2 luan7 uih8
158,lak8 gueh8 tshe1 kang1 tong2 koh4 the5 tshut4 tsit8 an3 hong5 phue1 phing5 si7 beh4 lai5 kuah4 tiu7 a2 bue2 tian1 to3 e7 phah4 phainn2 kiong7 sik4 pian3 sing5 tsing3 tong2 sio1 tsenn1
159,li2 he1 oo7 a2 ing1 tong1 si7 mi5 mi5 sang1 sang1 na2 e7 tsiah8 tioh8 haunnh8 haunnh8
160,hit4 si5 ah8 bo5 tsau3 ma7 bo5 tiann2 tshu3 lai7 si7 tsin1 san3 tshiah4
161,khong3 it4 khong3 pat4 ji7 ji7 sann1 ho7 pong7 nng7 sann1 tshenn1 sia2 goo7 tsap8 khoo1
162,gua2 thau5 tsit8 ki1 tshiu2 ki1 a2 si7 be2 Nokia e5
163,aih4 ioh4 kin2 leh4 kin2 leh4 kin2 leh4 lah4 a1 ha5
164,goo1 lu2 huh4 si7 tsit8 khuan2 kai3 ko1 kip4 e5 un7 tong7
165,te7 tshit4 pah4 sann1 tsap8 tshit4 phinn1 sam1 pat4 sin1 niu5 gong7 kiann2 sai3
166,lang5 leh4 siunn7 pan7 huat4 ka7 mng5 phah4 khui1
167,eh4 eh4 eh4 ah4 li2 mng5 kha1 khau2 m7 bian2 lai5 ka7 gua2 sau3 sau3 leh4 an2 ne1 e7 ing7 tsit4 si7 m7
168,iau2 si7 khi3 tshia1 thau5 tsiah4 ka7 li2 kong2 lah4
169,tsap8 tang1 tsiah4 sia2 an2 ne1 tong1 lian5 gua2 e7 tang3 hue7 kong2 to1 tsin1 tse7 si5 kan1 khai1 ti7 thak8 tsheh4 sia2 lun7 bun5 sia2 tai5 gi2 kau3 tshai5 bo5 ka7 tshong3 tsok4 tong3 tso3 siong7 iau3 kin2 e5 bok8 piau1
170,pi2 lu7 kong2 kok4 tse3 hing5 su7 huat4 inn7
171,i1 iau2 be7 lai5
172,kha1 poo7 ma7 tue3 leh4 tang7 huainnh4 huainnh4
173,li2 gua2 tng1 tshing1 tshun1 thng5 kam1 bit8 tinn1 lai5 kue3 jit8
174,bok8 tiau1 tsuan2 hing5 tshong3 sin1 tsha5 kiah8 tshut4 thau5 thinn1
175,tsit4 nng7 hun7 pang1 gua2 in3 siang1 bin7 a1 four hit4 tiunn1 hai2 po3 in3 a1 sann1 tshai2 sik4 e5
176,loo7 beh4 tse5 tsann2 siang7 kin2 ma7 si7 me5 ni5 ni5 tiong1
177,ah4 tui3 lan2 tai5 uan5 e5 ing2 hiong2 to7 si7 hun5 e7 sua2 khah4 ua2 jip8 lai5 e7 u7 sai1 pak4 hoo7
178,tsan3 sing5 tsia2 o1 lo2 i1 kiann5 bu7 sit8 loo7 suann3 m7 koh4 kiong7 ho5 tong2 ti7 kok4 hue7 ka7 te2 tse3
179,hah4 hah4 hah4
180,goo7 tiam2 it4 mi1 kah4 CR kiong7 tong5 su5 tsoo1 soo3 liong7
181,sio2 tsia2 li2 hiah4 ni7 sui2 m7 tsai1 e7 ing9 hoo7 gua2 tso3 moo1 le2 luh4 be7
182,li2 si7 an2 tsuann2 nih4
183,hit4 e5 a1 hiann1 kai3 haunn3 puah8 kiau2
184,ma9 na7 tsai1 gua2 to7 hai7
185,li2 khi3 giam7 DNA khuann3 mai7 i1 kam2 si7 li2 e5 tshin1 lang5
186,to7 ti7 han3 tsing1 li5 khai1 si2 be7 inn5 a2 e5 te7 tshit4 kang1 tai7 tsi3 tsiong1 ki5 bue2 bo5 kang5 looh4
187,kok4 lang5 tsiah8 kok4 lang5 e5
188,ti7 tsit4 ma2 e5 Syria ma7 si7 kang7 khuan2 tsit4 e5 tua7 bun7 te5 bo5 kai2 kuat4 kong2 beh4 hoo7 pi1 kiok8 ing2 uan2 put4 tsai3
189,li2 khuann3 e7 tioh8 e5 tshai3 long2 si7 iu2 ki1 e5
190,bian2 sia2 tsiah4 kin2
191,bing5 tsai1 li2 lan2 be7 tang3 tso3 tin7 in1 ho5 phian1 phian1 tui3 li2 tsiong1 tsing5
192,tai5 uan5 lang5 ai3 tsiah8 kuah4 pau1 si7 in1 ui7 tsiah8 kuah4 pau1 siong7 ting1 siann2 mih4 i3 ham5
193,tshu3 be2 e7 khi2 be2 be7 khi2 long2 ho2 tsi2 iau3 lan2 ing2 uan2 be7 hun1 khui1 to7 ho2
194,hit4 ho7 li2 ga2 suh4 kam2 u7 kuainn1 u7 ga2 suh4 bi7 tsau2 tshut4 lai5
195,gua2 khuann3 li2 be7 song2
196,li2 u7 i1 hiah4 phah4 piann3
197,tai7 liong7 kam1 kim3 si7 tsit8 e5 tsin1 tik8 su5 e5 bi2 kok4 hian7 siong7
198,Rouble e5 ke3 tat8 ia7 tsiam7 tsiam7 hue5 sing1
199,nia2 hing5 li2 e5 si5 tak8 ke1 hoo7 siong1 tsit8 e7 khuann3 tioh8 lan2 tsit4 thuan5 e5 hing5 li2 tshiann2 tau3 ka7 kuann7 loh8 lai5
200,kian3 lip8 tai5 gi2 su5 e5 su5 lui7 kah4 khak4 jin7 tsing3 khak4 su5 lui7 tsit4 nng7 kiann7 tai7 tsi3 long2 si7 tua7 kang1 ting5 m7 koh4 tsa2 ban7 ai3 tso3 lan2 tsiah4 u7 huat4 too7 koh4 tsin3 tsit8 poo7
201,lin2 tso3 lin2 tshit4 tho5 gun2 tsia1 bo5 siann2 mih4 hue3 kan1 na1 tshut4 san2 pun1 nng5 tsia1 koh4 khi3 bo5 gua7 hng7
202,hi1 hi1
203,penn5 penn5 ai3 lim1 som1 jiong5 ioh8 tsiu2 to7 ai3 lim1 pah4 sian1 som1 jiong5 ioh8 tsiu2
204,eh4 sio2 tan2 leh4
205,bo5 lun7 si7 hai2 kak4 thinn1 pinn1
206,king3 jian5 su2 iong7 jiu5 to7 khim5 na2 sut8 ka7 tsit4 ui7 pin1 nng5 se1 si1 kue3 king1 siak4
207,ing1 kai1 ing1 kai1 sia7 hue7 thong1 hing5 e5 gi2 gian5 tioh8 koo3 hoo7 tsai7 ti7 hak8 hau7 ka3 bu2 gi2
208,thin5 tsit8 tua7 uann2 tso3 sann1 si3 tshui3 kuak8 loh8 khi3
209,kau3 tsong1 e5 hoo1 iok8 to7 si7 lan2 lang5 be7 tang3 tit8 tit8 siau2 tham1 loh8 khi3 ai3 tsai1 iann2 tsun2 tsat4
210,ma7 in1 ui7 iong7 hua5 gi2 su1 kho2 u7 e5 lang5 tsit8 bue2 hi5 suah4 pian3 tso3 tsit8 tiau5 hi5
211,jit8 thau5 loh8 sai1 tsiau2 tsiah4 siann1 siann1 thi5 tshin1 tshiunn7 kio3 lan2 kin2 tng2 khi3
212,i1 ui7 tioh8 phio3 pang5 ne7
213,ui7 siann2 mih4 be7 tang3 an2 ne1
214,khai1 si2 kah4 si2 sin5 tsau2 sio1 jik4
215,na5 au5 kam2 u7 an3 nua2 kam2 u7 kam2 kak4 ngiau1 ngiau1
216,u7 tsinn5 e5 tsa1 poo1 lang5 tshua7 sam1 tshe1 su3 tshiap4 si7 tsin1 su3 siong5 e5 tai7 tsi3
217,ooh4 tai5 pak4 hiah4 ni7 ho2 than3 tsiah8 bo5 lua7 ku2 li2 to7 pian3 kah4 tsiah4 ni7 sui2 ah4 li2 si7 leh4 tsiah8 siann2 mih4 thau5 loo7
218,tsit4 e5 gin2 a2 tsin1 koo2 tsui1 it4 tit8 iaunn1 iaunn1 kio3
219,gun2 si7 ko1 tiong1 pit4 giap8 e5
